ts,open,high,low,close,volume
2026-03-25 15:00,67.26,68.12,67.22,68.01,64954
2026-03-26 10:30,68.0,68.51,67.82,67.88,66019
2026-03-26 11:30,67.86,68.07,67.76,67.94,19547
2026-03-26 14:00,67.93,68.0,67.52,67.6,28975
2026-03-26 15:00,67.59,67.73,67.32,67.52,27879
2026-03-27 10:30,66.95,67.5,66.66,67.3,51049
2026-03-27 11:30,67.3,67.5,67.11,67.34,17890
2026-03-27 14:00,67.38,68.49,67.33,68.22,51199
2026-03-27 15:00,68.22,68.71,68.16,68.54,51179
2026-03-30 10:30,67.58,67.87,66.76,67.11,69620
2026-03-30 11:30,67.11,67.68,66.95,67.61,17657
2026-03-30 14:00,67.64,67.67,67.18,67.46,16161
2026-03-30 15:00,67.43,67.51,67.33,67.38,18811
2026-03-31 10:30,68.15,68.86,67.91,68.27,68934
2026-03-31 11:30,68.27,68.39,67.94,68.02,24994
2026-03-31 14:00,67.98,68.24,67.71,67.71,20135
2026-03-31 15:00,67.7,67.7,66.98,67.0,32105
2026-04-01 10:30,68.5,68.5,67.67,67.97,52681
2026-04-01 11:30,67.95,68.2,67.85,68.06,17565
2026-04-01 14:00,68.07,68.63,68.01,68.06,33969
2026-04-01 15:00,68.04,68.24,68.03,68.22,21765
2026-04-02 10:30,68.0,68.0,66.56,66.56,76088
2026-04-02 11:30,66.57,66.7,66.21,66.43,26777
2026-04-02 14:00,66.46,66.65,66.0,66.57,42990
2026-04-02 15:00,66.53,67.45,66.41,66.87,47571
2026-04-03 10:30,66.71,67.08,66.09,66.26,33535
2026-04-03 11:30,66.26,66.85,66.19,66.2,19880
2026-04-03 14:00,66.19,66.49,66.1,66.23,12492
2026-04-03 15:00,66.22,66.34,66.01,66.06,24192
2026-04-07 10:30,66.18,66.24,65.52,65.62,42521
2026-04-07 11:30,65.63,65.64,64.87,64.95,40027
2026-04-07 14:00,64.96,65.02,64.6,64.93,24520
2026-04-07 15:00,64.94,65.03,64.55,64.75,34970
2026-04-08 10:30,66.02,66.6,66.02,66.59,99627
2026-04-08 11:30,66.59,66.88,66.48,66.81,37832
2026-04-08 14:00,66.82,67.38,66.82,67.21,54487
2026-04-08 15:00,67.2,67.45,67.11,67.45,42703
2026-04-09 10:30,66.77,66.77,65.99,66.37,80759
2026-04-09 11:30,66.36,66.88,66.35,66.64,25963
2026-04-09 14:00,66.66,66.77,66.2,66.39,35744
2026-04-09 15:00,66.38,66.53,66.0,66.04,59190
2026-04-10 10:30,66.72,68.14,66.72,67.84,133166
2026-04-10 11:30,67.83,67.99,67.63,67.74,47813
2026-04-10 14:00,67.76,68.31,67.65,68.29,66540
2026-04-10 15:00,68.29,68.58,68.07,68.11,86240
2026-04-13 10:30,67.55,68.05,66.79,67.55,110827
